version_id,gender,age,region,respondents
v16,Female,65+,Wellington,1
v16,Female,65+,Rest of North Is.,5
v16,Female,65+,Rest of South Is.,2
v17,Male,18-24,Auckland,3
v17,Male,18-24,Wellington,1
v17,Male,18-24,Rest of North Is.,1
v17,Male,18-24,Canterbury,1
v17,Male,18-24,Rest of South Is.,2
v17,Male,25-34,Rest of North Is.,4
v17,Male,25-34,Canterbury,3
v17,Male,25-34,Rest of South Is.,3
v17,Male,35-44,Auckland,2
v17,Male,35-44,Rest of North Is.,2
v17,Male,45-54,Auckland,3
v17,Male,45-54,Wellington,1
v17,Male,45-54,Rest of North Is.,1
v17,Male,45-54,Rest of South Is.,1
v17,Male,55-64,Auckland,4
v17,Male,55-64,Rest of North Is.,2
v17,Male,55-64,Canterbury,2
v17,Male,55-64,Rest of South Is.,1
v17,Male,65+,Auckland,4
v17,Male,65+,Wellington,2
v17,Male,65+,Rest of North Is.,2
v17,Male,65+,Rest of South Is.,1
v17,Female,18-24,Auckland,1
v17,Female,18-24,Rest of North Is.,2
v17,Female,18-24,Canterbury,1
v17,Female,25-34,Auckland,4
v17,Female,25-34,Wellington,1
v17,Female,25-34,Rest of North Is.,3
v17,Female,35-44,Auckland,2
v17,Female,35-44,Rest of North Is.,4
v17,Female,35-44,Canterbury,2
v17,Female,35-44,Rest of South Is.,3
v17,Female,45-54,Auckland,3
v17,Female,45-54,Wellington,3
v17,Female,45-54,Rest of North Is.,1
v17,Female,45-54,Canterbury,3
v17,Female,45-54,Rest of South Is.,1
v17,Female,55-64,Auckland,3
v17,Female,55-64,Rest of North Is.,3
v17,Female,55-64,Rest of South Is.,1
v17,Female,65+,Auckland,5
v17,Female,65+,Wellington,1
v17,Female,65+,Canterbury,2
v17,Female,65+,Rest of South Is.,1
v18,Male,18-24,Auckland,4
v18,Male,18-24,Wellington,1
v18,Male,18-24,Rest of North Is.,2
v18,Male,25-34,Auckland,3
v18,Male,25-34,Rest of North Is.,1
v18,Male,25-34,Canterbury,1
v18,Male,25-34,Rest of South Is.,4
v18,Male,35-44,Auckland,2
v18,Male,35-44,Wellington,1
v18,Male,35-44,Canterbury,1
v18,Male,45-54,Auckland,3
v18,Male,45-54,Wellington,1
v18,Male,45-54,Rest of North Is.,5
v18,Male,55-64,Auckland,2
v18,Male,55-64,Rest of North Is.,3
v18,Male,55-64,Canterbury,2
v18,Male,65+,Auckland,3
v18,Male,65+,Rest of North Is.,1
v18,Male,65+,Canterbury,3
v18,Male,65+,Rest of South Is.,2
v18,Female,18-24,Auckland,1
v18,Female,18-24,Rest of North Is.,1
v18,Female,18-24,Rest of South Is.,3
v18,Female,25-34,Auckland,4
v18,Female,25-34,Wellington,2
v18,Female,25-34,Rest of North Is.,1
v18,Female,25-34,Rest of South Is.,3
v18,Female,35-44,Auckland,2
v18,Female,35-44,Wellington,3
v18,Female,35-44,Rest of North Is.,3
v18,Female,35-44,Canterbury,1
v18,Female,35-44,Rest of South Is.,3
v18,Female,45-54,Auckland,4
v18,Female,45-54,Wellington,1
v18,Female,45-54,Rest of North Is.,1
v18,Female,45-54,Rest of South Is.,1
v18,Female,55-64,Auckland,1
v18,Female,55-64,Rest of North Is.,3
v18,Female,55-64,Canterbury,2
v18,Female,65+,Auckland,2
v18,Female,65+,Wellington,1
v18,Female,65+,Rest of North Is.,3
v18,Female,65+,Canterbury,2
v18,Female,65+,Rest of South Is.,1
v19,Male,18-24,Auckland,1
v19,Male,18-24,Rest of North Is.,1
v19,Male,18-24,Canterbury,2
v19,Male,18-24,Rest of South Is.,2
v19,Male,25-34,Auckland,2
v19,Male,25-34,Rest of North Is.,4
v19,Male,25-34,Rest of South Is.,1
v19,Male,35-44,Auckland,4
v19,Male,35-44,Rest of North Is.,1
v19,Male,35-44,Rest of South Is.,1
v19,Male,45-54,Auckland,4
v19,Male,45-54,Wellington,2
v19,Male,45-54,Canterbury,2
v19,Male,45-54,Rest of South Is.,3
v19,Male,55-64,Auckland,4
v19,Male,55-64,Rest of North Is.,1
v19,Male,55-64,Canterbury,1
v19,Male,55-64,Rest of South Is.,1
v19,Male,65+,Auckland,4
v19,Male,65+,Rest of North Is.,3
v19,Male,65+,Rest of South Is.,1
v19,Female,18-24,Wellington,1
v19,Female,18-24,Canterbury,3
v19,Female,18-24,Rest of South Is.,3
v19,Female,25-34,Auckland,5
v19,Female,25-34,Wellington,1
v19,Female,25-34,Rest of North Is.,2
v19,Female,25-34,Canterbury,1
v19,Female,25-34,Rest of South Is.,1
v19,Female,35-44,Auckland,1
v19,Female,35-44,Rest of North Is.,6
v19,Female,35-44,Canterbury,2
v19,Female,45-54,Auckland,4
v19,Female,45-54,Wellington,1
v19,Female,55-64,Wellington,3
v19,Female,55-64,Rest of North Is.,3
v19,Female,55-64,Rest of South Is.,1
v19,Female,65+,Auckland,3
v19,Female,65+,Wellington,1
v19,Female,65+,Rest of North Is.,3
v19,Female,65+,Canterbury,2
v19,Female,65+,Rest of South Is.,2
v20,Male,18-24,Auckland,2
v20,Male,18-24,Wellington,1
v20,Male,18-24,Rest of North Is.,1
v20,Male,18-24,Rest of South Is.,3
v20,Male,25-34,Auckland,6
v20,Male,25-34,Wellington,1
v20,Male,25-34,Rest of North Is.,4
v20,Male,35-44,Auckland,4
v20,Male,35-44,Rest of North Is.,1
v20,Male,45-54,Auckland,3
v20,Male,45-54,Rest of North Is.,2
v20,Male,45-54,Canterbury,3
v20,Male,55-64,Auckland,1
v20,Male,55-64,Rest of North Is.,2
v20,Male,55-64,Rest of South Is.,1
v20,Male,65+,Auckland,3
v20,Male,65+,Wellington,3
v20,Male,65+,Rest of North Is.,1
v20,Male,65+,Canterbury,2
v20,Male,65+,Rest of South Is.,2
v20,Female,18-24,Auckland,3
v20,Female,18-24,Rest of North Is.,1
v20,Female,18-24,Rest of South Is.,1
v20,Female,25-34,Wellington,2
v20,Female,25-34,Rest of North Is.,3
v20,Female,25-34,Canterbury,1
v20,Female,25-34,Rest of South Is.,1
v20,Female,35-44,Auckland,5
v20,Female,35-44,Rest of North Is.,3
v20,Female,35-44,Canterbury,1
v20,Female,35-44,Rest of South Is.,2
v20,Female,45-54,Auckland,2
v20,Female,45-54,Wellington,1
v20,Female,45-54,Rest of North Is.,2
v20,Female,45-54,Canterbury,1
v20,Female,45-54,Rest of South Is.,2
v20,Female,55-64,Auckland,3
v20,Female,55-64,Wellington,1
v20,Female,55-64,Rest of North Is.,2
v20,Female,55-64,Canterbury,2
v20,Female,55-64,Rest of South Is.,2
v20,Female,65+,Auckland,1
v20,Female,65+,Wellington,1
v20,Female,65+,Rest of North Is.,1
v20,Female,65+,Canterbury,3
v20,Female,65+,Rest of South Is.,1
v21,Male,18-24,Wellington,1
v21,Male,18-24,Rest of North Is.,3
v21,Male,18-24,Rest of South Is.,2
v21,Male,25-34,Auckland,8
v21,Male,25-34,Rest of South Is.,1
v21,Male,35-44,Auckland,5
v21,Male,35-44,Wellington,1
v21,Male,35-44,Rest of North Is.,2
v21,Male,35-44,Rest of South Is.,1
v21,Male,45-54,Wellington,1
v21,Male,45-54,Rest of North Is.,1
v21,Male,45-54,Canterbury,1
v21,Male,45-54,Rest of South Is.,1
v21,Male,55-64,Rest of North Is.,3
v21,Male,55-64,Rest of South Is.,2
v21,Male,65+,Auckland,6
v21,Male,65+,Rest of North Is.,3
v21,Male,65+,Canterbury,2
v21,Female,18-24,Auckland,2
v21,Female,18-24,Wellington,1
v21,Female,18-24,Canterbury,1
v21,Female,18-24,Rest of South Is.,1
v21,Female,25-34,Auckland,1
v21,Female,25-34,Wellington,1
v21,Female,25-34,Rest of North Is.,2
v21,Female,25-34,Canterbury,2
v21,Female,25-34,Rest of South Is.,1
v21,Female,35-44,Auckland,2
v21,Female,35-44,Wellington,2
v21,Female,35-44,Canterbury,3
v21,Female,35-44,Rest of South Is.,1
v21,Female,45-54,Auckland,3
v21,Female,45-54,Wellington,2
v21,Female,45-54,Rest of North Is.,2
v21,Female,45-54,Canterbury,1
v21,Female,45-54,Rest of South Is.,3
v21,Female,55-64,Auckland,2
v21,Female,55-64,Wellington,1
v21,Female,55-64,Rest of North Is.,5
v21,Female,55-64,Rest of South Is.,1
v21,Female,65+,Auckland,1
v21,Female,65+,Wellington,1
v21,Female,65+,Rest of North Is.,2
v21,Female,65+,Canterbury,1
v21,Female,65+,Rest of South Is.,1
v22,Male,18-24,Auckland,3
v22,Male,18-24,Rest of North Is.,1
v22,Male,18-24,Canterbury,3
v22,Male,25-34,Auckland,3
v22,Male,25-34,Wellington,2
v22,Male,25-34,Rest of North Is.,1
v22,Male,25-34,Rest of South Is.,1
v22,Male,35-44,Rest of North Is.,7
v22,Male,35-44,Canterbury,2
v22,Male,35-44,Rest of South Is.,1
v22,Male,45-54,Auckland,1
v22,Male,45-54,Wellington,1
v22,Male,45-54,Rest of North Is.,3
v22,Male,45-54,Canterbury,1
v22,Male,55-64,Auckland,3
v22,Male,55-64,Canterbury,1
v22,Male,55-64,Rest of South Is.,1
v22,Male,65+,Auckland,5
v22,Male,65+,Canterbury,3
v22,Male,65+,Rest of South Is.,1
v22,Female,18-24,Auckland,1
v22,Female,18-24,Rest of North Is.,1
v22,Female,18-24,Canterbury,1
v22,Female,18-24,Rest of South Is.,2
v22,Female,25-34,Auckland,2
v22,Female,25-34,Wellington,2
v22,Female,25-34,Rest of North Is.,5
v22,Female,35-44,Auckland,2
v22,Female,35-44,Wellington,1
v22,Female,35-44,Rest of North Is.,1
v22,Female,35-44,Rest of South Is.,1
v22,Female,45-54,Auckland,3
v22,Female,45-54,Wellington,2
v22,Female,45-54,Rest of North Is.,2
v22,Female,45-54,Rest of South Is.,3
v22,Female,55-64,Auckland,5
v22,Female,55-64,Rest of North Is.,2
v22,Female,55-64,Rest of South Is.,2
v22,Female,65+,Auckland,4
v22,Female,65+,Wellington,1
v22,Female,65+,Rest of North Is.,1
v22,Female,65+,Rest of South Is.,2
v23,Male,18-24,Auckland,4
v23,Male,18-24,Rest of North Is.,3
v23,Male,18-24,Rest of South Is.,1
v23,Male,25-34,Auckland,1
v23,Male,25-34,Wellington,2
v23,Male,25-34,Canterbury,1
v23,Male,25-34,Rest of South Is.,1
v23,Male,35-44,Auckland,1
v23,Male,35-44,Wellington,1
v23,Male,35-44,Canterbury,1
v23,Male,35-44,Rest of South Is.,6
v23,Male,45-54,Auckland,2
v23,Male,45-54,Wellington,2
v23,Male,45-54,Rest of North Is.,1
v23,Male,45-54,Rest of South Is.,1
v23,Male,55-64,Auckland,6
v23,Male,55-64,Rest of North Is.,1
v23,Male,55-64,Canterbury,2
v23,Male,65+,Auckland,2
v23,Male,65+,Rest of North Is.,4
v23,Male,65+,Canterbury,1
v23,Female,18-24,Auckland,1
v23,Female,18-24,Wellington,2
v23,Female,18-24,Canterbury,2
v23,Female,25-34,Auckland,5
v23,Female,25-34,Wellington,2
v23,Female,25-34,Rest of North Is.,1
v23,Female,25-34,Canterbury,3
v23,Female,35-44,Auckland,1
v23,Female,35-44,Wellington,1
v23,Female,35-44,Rest of North Is.,1
v23,Female,35-44,Canterbury,1
v23,Female,35-44,Rest of South Is.,2
v23,Female,45-54,Auckland,3
v23,Female,45-54,Rest of North Is.,5
v23,Female,45-54,Canterbury,1
v23,Female,45-54,Rest of South Is.,1
v23,Female,55-64,Auckland,1
v23,Female,55-64,Rest of North Is.,2
v23,Female,55-64,Rest of South Is.,2
v23,Female,65+,Auckland,3
v23,Female,65+,Rest of North Is.,4
v23,Female,65+,Canterbury,2
v24,Male,18-24,Auckland,5
v24,Male,18-24,Rest of North Is.,1
v24,Male,18-24,Rest of South Is.,1
v24,Male,25-34,Auckland,3
v24,Male,25-34,Wellington,2
v24,Male,25-34,Rest of North Is.,2
v24,Male,35-44,Auckland,4
v24,Male,35-44,Canterbury,1
v24,Male,35-44,Rest of South Is.,2
v24,Male,45-54,Auckland,4
v24,Male,45-54,Rest of North Is.,3
v24,Male,45-54,Rest of South Is.,3
v24,Male,55-64,Rest of North Is.,2
v24,Male,65+,Auckland,2
v24,Male,65+,Wellington,2
v24,Male,65+,Rest of North Is.,4
v24,Male,65+,Canterbury,4
v24,Female,18-24,Auckland,1
v24,Female,18-24,Wellington,1
v24,Female,18-24,Rest of North Is.,1
v24,Female,18-24,Canterbury,1
v24,Female,18-24,Rest of South Is.,1
v24,Female,25-34,Auckland,6
v24,Female,25-34,Rest of North Is.,2
v24,Female,25-34,Canterbury,2
v24,Female,35-44,Auckland,1
v24,Female,35-44,Wellington,2
v24,Female,35-44,Rest of North Is.,2
v24,Female,35-44,Canterbury,1
v24,Female,35-44,Rest of South Is.,2
v24,Female,45-54,Auckland,2
v24,Female,45-54,Rest of North Is.,2
v24,Female,45-54,Rest of South Is.,1
v24,Female,55-64,Auckland,2
v24,Female,55-64,Wellington,1
v24,Female,55-64,Rest of North Is.,2
v24,Female,55-64,Canterbury,2
v24,Female,55-64,Rest of South Is.,2
v24,Female,65+,Auckland,1
v24,Female,65+,Wellington,1
v24,Female,65+,Rest of North Is.,1
v24,Female,65+,Rest of South Is.,4
v25,Male,18-24,Auckland,1
v25,Male,18-24,Rest of North Is.,1
v25,Male,18-24,Rest of South Is.,1
v25,Male,25-34,Auckland,1
v25,Male,25-34,Rest of North Is.,2
v25,Male,25-34,Canterbury,1
v25,Male,35-44,Auckland,1
v25,Male,35-44,Rest of North Is.,3
v25,Male,35-44,Canterbury,4
v25,Male,35-44,Rest of South Is.,1
v25,Male,45-54,Auckland,1
v25,Male,45-54,Wellington,1
v25,Male,45-54,Rest of North Is.,1
v25,Male,45-54,Canterbury,3
v25,Male,45-54,Rest of South Is.,3
v25,Male,55-64,Auckland,4
v25,Male,55-64,Wellington,1
v25,Male,55-64,Rest of North Is.,2
v25,Male,55-64,Canterbury,1
v25,Male,65+,Auckland,2
v25,Male,65+,Rest of North Is.,3
v25,Male,65+,Canterbury,1
v25,Male,65+,Rest of South Is.,3
v25,Female,18-24,Auckland,5
v25,Female,18-24,Wellington,1
v25,Female,18-24,Rest of North Is.,2
v25,Female,25-34,Auckland,5
v25,Female,25-34,Wellington,1
v25,Female,25-34,Rest of North Is.,3
v25,Female,25-34,Rest of South Is.,4
v25,Female,35-44,Wellington,2
v25,Female,35-44,Rest of North Is.,2
v25,Female,35-44,Canterbury,1
v25,Female,45-54,Auckland,5
v25,Female,45-54,Rest of South Is.,1
v25,Female,55-64,Auckland,2
v25,Female,55-64,Wellington,2
v25,Female,55-64,Rest of North Is.,1
v25,Female,55-64,Rest of South Is.,1
v25,Female,65+,Auckland,2
v25,Female,65+,Wellington,1
v25,Female,65+,Rest of North Is.,3
v25,Female,65+,Canterbury,1
v26,Male,18-24,Wellington,1
v26,Male,18-24,Rest of North Is.,3
v26,Male,18-24,Canterbury,1
v26,Male,18-24,Rest of South Is.,1
v26,Male,25-34,Auckland,5
v26,Male,25-34,Rest of North Is.,1
v26,Male,25-34,Canterbury,1
v26,Male,35-44,Auckland,3
v26,Male,35-44,Rest of North Is.,2
v26,Male,35-44,Canterbury,1
v26,Male,35-44,Rest of South Is.,1
v26,Male,45-54,Auckland,2
v26,Male,45-54,Wellington,2
v26,Male,45-54,Rest of South Is.,1
v26,Male,55-64,Rest of North Is.,2
v26,Male,55-64,Rest of South Is.,1
v26,Male,65+,Auckland,4
v26,Male,65+,Wellington,2
v26,Male,65+,Rest of North Is.,2
v26,Male,65+,Canterbury,2
v26,Male,65+,Rest of South Is.,2
v26,Female,18-24,Auckland,1
v26,Female,18-24,Wellington,1
v26,Female,18-24,Canterbury,1
v26,Female,18-24,Rest of South Is.,1
v26,Female,25-34,Auckland,4
v26,Female,25-34,Rest of North Is.,4
v26,Female,25-34,Rest of South Is.,2
v26,Female,35-44,Auckland,1
v26,Female,35-44,Wellington,1
v26,Female,35-44,Canterbury,2
v26,Female,35-44,Rest of South Is.,2
v26,Female,45-54,Auckland,3
v26,Female,45-54,Wellington,1
v26,Female,45-54,Rest of North Is.,4
v26,Female,45-54,Canterbury,1
v26,Female,55-64,Auckland,4
v26,Female,55-64,Wellington,1
v26,Female,55-64,Rest of North Is.,1
v26,Female,55-64,Canterbury,2
v26,Female,55-64,Rest of South Is.,2
v26,Female,65+,Auckland,2
v26,Female,65+,Rest of North Is.,2
v26,Female,65+,Canterbury,1
v26,Female,65+,Rest of South Is.,1
v27,Male,18-24,Wellington,1
v27,Male,18-24,Rest of North Is.,1
v27,Male,18-24,Canterbury,1
v27,Male,25-34,Auckland,5
v27,Male,25-34,Wellington,3
v27,Male,25-34,Rest of North Is.,1
v27,Male,35-44,Auckland,1
v27,Male,35-44,Rest of North Is.,3
v27,Male,35-44,Canterbury,1
v27,Male,45-54,Rest of North Is.,1
v27,Male,45-54,Canterbury,4
v27,Male,45-54,Rest of South Is.,2
v27,Male,55-64,Rest of North Is.,1
v27,Male,55-64,Rest of South Is.,5
v27,Male,65+,Auckland,4
v27,Male,65+,Rest of North Is.,4
v27,Male,65+,Rest of South Is.,1
v27,Female,18-24,Auckland,1
v27,Female,18-24,Wellington,4
v27,Female,18-24,Rest of North Is.,1
v27,Female,18-24,Rest of South Is.,1
v27,Female,25-34,Auckland,1
v27,Female,25-34,Wellington,2
v27,Female,25-34,Canterbury,2
v27,Female,25-34,Rest of South Is.,1
v27,Female,35-44,Auckland,6
v27,Female,35-44,Rest of North Is.,1
v27,Female,35-44,Rest of South Is.,1
v27,Female,45-54,Auckland,3
v27,Female,45-54,Rest of North Is.,2
v27,Female,45-54,Canterbury,1
v27,Female,45-54,Rest of South Is.,1
v27,Female,55-64,Auckland,4
v27,Female,55-64,Rest of North Is.,1
v27,Female,55-64,Rest of South Is.,1
v27,Female,65+,Auckland,4
v27,Female,65+,Rest of North Is.,4
v27,Female,65+,Canterbury,1
v28,Male,18-24,Auckland,1
v28,Male,18-24,Canterbury,2
v28,Male,18-24,Rest of South Is.,1
v28,Male,25-34,Auckland,1
v28,Male,25-34,Rest of North Is.,2
v28,Male,25-34,Rest of South Is.,4
v28,Male,35-44,Auckland,3
v28,Male,35-44,Wellington,3
v28,Male,35-44,Rest of North Is.,1
v28,Male,35-44,Canterbury,1
v28,Male,35-44,Rest of South Is.,1
v28,Male,45-54,Auckland,1
v28,Male,45-54,Rest of North Is.,1
v28,Male,45-54,Canterbury,1
v28,Male,45-54,Rest of South Is.,2
v28,Male,55-64,Auckland,1
v28,Male,55-64,Rest of North Is.,4
v28,Male,55-64,Canterbury,2
v28,Male,65+,Auckland,2
v28,Male,65+,Wellington,3
v28,Male,65+,Rest of North Is.,1
v28,Male,65+,Rest of South Is.,2
v28,Female,18-24,Auckland,3
v28,Female,18-24,Rest of North Is.,1
v28,Female,18-24,Canterbury,2
v28,Female,25-34,Auckland,2
v28,Female,25-34,Wellington,1
v28,Female,25-34,Rest of North Is.,4
v28,Female,35-44,Auckland,2
v28,Female,35-44,Wellington,1
v28,Female,35-44,Rest of North Is.,2
v28,Female,35-44,Canterbury,1
v28,Female,45-54,Auckland,6
v28,Female,45-54,Rest of North Is.,1
v28,Female,45-54,Rest of South Is.,1
v28,Female,55-64,Auckland,5
v28,Female,55-64,Rest of South Is.,2
v28,Female,65+,Auckland,2
v28,Female,65+,Rest of North Is.,3
v28,Female,65+,Canterbury,1
v28,Female,65+,Rest of South Is.,1
v29,Male,18-24,Auckland,1
v29,Male,18-24,Wellington,1
v29,Male,18-24,Rest of North Is.,1
v29,Male,18-24,Rest of South Is.,2
v29,Male,25-34,Rest of North Is.,5
v29,Male,25-34,Canterbury,1
v29,Male,25-34,Rest of South Is.,1
v29,Male,35-44,Auckland,4
v29,Male,35-44,Rest of North Is.,2
v29,Male,35-44,Canterbury,1
v29,Male,35-44,Rest of South Is.,1
v29,Male,45-54,Auckland,4
v29,Male,45-54,Wellington,1
v29,Male,45-54,Canterbury,1
v29,Male,55-64,Auckland,1
v29,Male,55-64,Wellington,3
v29,Male,55-64,Rest of North Is.,1
v29,Male,65+,Auckland,4
v29,Male,65+,Wellington,2
v29,Male,65+,Rest of North Is.,1
v29,Male,65+,Rest of South Is.,1
v29,Female,18-24,Wellington,1
v29,Female,18-24,Rest of North Is.,2
v29,Female,18-24,Rest of South Is.,2
v29,Female,25-34,Auckland,5
v29,Female,25-34,Canterbury,1
v29,Female,25-34,Rest of South Is.,2
v29,Female,35-44,Auckland,4
v29,Female,35-44,Rest of North Is.,4
v29,Female,45-54,Auckland,3
v29,Female,45-54,Canterbury,1
v29,Female,45-54,Rest of South Is.,3
v29,Female,55-64,Wellington,1
v29,Female,55-64,Rest of North Is.,1
v29,Female,55-64,Canterbury,2
v29,Female,65+,Auckland,2
v29,Female,65+,Rest of North Is.,1
v29,Female,65+,Canterbury,2
v29,Female,65+,Rest of South Is.,2
v30,Male,18-24,Auckland,2
v30,Male,18-24,Wellington,1
v30,Male,18-24,Rest of North Is.,2
v30,Male,25-34,Auckland,1
v30,Male,25-34,Wellington,1
v30,Male,25-34,Rest of North Is.,1
v30,Male,25-34,Canterbury,1
v30,Male,35-44,Wellington,2
v30,Male,35-44,Rest of North Is.,1
v30,Male,35-44,Canterbury,2
v30,Male,35-44,Rest of South Is.,2
v30,Male,45-54,Auckland,2
v30,Male,45-54,Wellington,2
v30,Male,45-54,Rest of North Is.,2
v30,Male,55-64,Auckland,2
v30,Male,55-64,Rest of North Is.,1
v30,Male,55-64,Canterbury,1
v30,Male,55-64,Rest of South Is.,2
v30,Male,65+,Auckland,4
v30,Male,65+,Rest of North Is.,2
v30,Male,65+,Canterbury,1
v30,Male,65+,Rest of South Is.,2
v30,Female,18-24,Auckland,4
v30,Female,18-24,Rest of North Is.,2
v30,Female,25-34,Auckland,4
v30,Female,25-34,Wellington,1
v30,Female,25-34,Rest of North Is.,3
v30,Female,25-34,Rest of South Is.,2
v30,Female,35-44,Rest of North Is.,1
v30,Female,35-44,Canterbury,2
v30,Female,35-44,Rest of South Is.,3
v30,Female,45-54,Auckland,4
v30,Female,45-54,Wellington,1
v30,Female,45-54,Rest of North Is.,1
v30,Female,45-54,Canterbury,2
v30,Female,45-54,Rest of South Is.,1
v30,Female,55-64,Auckland,2
v30,Female,55-64,Wellington,2
v30,Female,65+,Auckland,2
v30,Female,65+,Rest of North Is.,2
v30,Female,65+,Rest of South Is.,2
v31,Male,18-24,Auckland,1
v31,Male,18-24,Rest of North Is.,2
v31,Male,18-24,Rest of South Is.,2
v31,Male,25-34,Rest of North Is.,1
v31,Male,25-34,Canterbury,3
v31,Male,25-34,Rest of South Is.,1
v31,Male,35-44,Auckland,4
v31,Male,35-44,Rest of North Is.,2
v31,Male,35-44,Rest of South Is.,1
v31,Male,45-54,Auckland,4
v31,Male,45-54,Rest of North Is.,2
v31,Male,45-54,Rest of South Is.,2
v31,Male,55-64,Wellington,1
v31,Male,55-64,Rest of North Is.,3
v31,Male,55-64,Canterbury,1
v31,Male,55-64,Rest of South Is.,1
v31,Male,65+,Auckland,2
v31,Male,65+,Canterbury,4
v31,Female,18-24,Auckland,2
v31,Female,18-24,Rest of North Is.,1
v31,Female,18-24,Canterbury,2
v31,Female,18-24,Rest of South Is.,1
v31,Female,25-34,Auckland,2
v31,Female,25-34,Wellington,2
v31,Female,25-34,Rest of North Is.,3
v31,Female,25-34,Rest of South Is.,3
v31,Female,35-44,Auckland,3
v31,Female,35-44,Wellington,1
v31,Female,35-44,Rest of North Is.,2
v31,Female,45-54,Wellington,3
v31,Female,45-54,Rest of North Is.,1
v31,Female,55-64,Auckland,4
v31,Female,55-64,Rest of North Is.,1
v31,Female,55-64,Rest of South Is.,1
v31,Female,65+,Auckland,4
v31,Female,65+,Rest of North Is.,2
v31,Female,65+,Canterbury,1
v31,Female,65+,Rest of South Is.,1
v32,Male,18-24,Auckland,2
v32,Male,18-24,Wellington,1
v32,Male,18-24,Rest of North Is.,1
v32,Male,18-24,Rest of South Is.,3
v32,Male,25-34,Auckland,3
v32,Male,25-34,Wellington,2
v32,Male,25-34,Rest of North Is.,4
v32,Male,25-34,Canterbury,1
v32,Male,35-44,Auckland,1
v32,Male,35-44,Rest of North Is.,2
v32,Male,35-44,Canterbury,2
v32,Male,35-44,Rest of South Is.,3
v32,Male,45-54,Auckland,4
v32,Male,45-54,Wellington,3
v32,Male,55-64,Wellington,1
v32,Male,55-64,Canterbury,1
v32,Male,65+,Wellington,1
v32,Male,65+,Rest of North Is.,3
v32,Female,18-24,Auckland,2
v32,Female,25-34,Wellington,1
v32,Female,25-34,Rest of North Is.,2
v32,Female,25-34,Canterbury,2
v32,Female,35-44,Auckland,3
v32,Female,35-44,Rest of North Is.,3
v32,Female,45-54,Auckland,4
v32,Female,45-54,Rest of South Is.,2
v32,Female,55-64,Auckland,1
v32,Female,55-64,Rest of North Is.,2
v32,Female,55-64,Canterbury,4
v32,Female,65+,Auckland,4
v32,Female,65+,Rest of North Is.,1
v32,Female,65+,Rest of South Is.,5
v33,Male,18-24,Auckland,1
v33,Male,18-24,Rest of North Is.,1
v33,Male,18-24,Rest of South Is.,2
v33,Male,25-34,Auckland,2
v33,Male,25-34,Wellington,1
v33,Male,25-34,Rest of North Is.,3
v33,Male,35-44,Auckland,3
v33,Male,35-44,Wellington,1
v33,Male,35-44,Canterbury,1
v33,Male,35-44,Rest of South Is.,3
v33,Male,45-54,Auckland,3
v33,Male,45-54,Rest of North Is.,2
v33,Male,55-64,Auckland,2
v33,Male,55-64,Wellington,1
v33,Male,55-64,Rest of North Is.,1
v33,Male,55-64,Canterbury,1
v33,Male,65+,Auckland,5
v33,Male,65+,Rest of North Is.,3
v33,Male,65+,Rest of South Is.,1
v33,Female,18-24,Wellington,1
v33,Female,18-24,Rest of North Is.,2
v33,Female,18-24,Canterbury,1
v33,Female,18-24,Rest of South Is.,2
v33,Female,25-34,Auckland,3
v33,Female,25-34,Rest of North Is.,1
v33,Female,25-34,Canterbury,2
v33,Female,25-34,Rest of South Is.,1
v33,Female,35-44,Auckland,2
v33,Female,35-44,Wellington,1
v33,Female,35-44,Rest of North Is.,2
v33,Female,45-54,Auckland,1
v33,Female,45-54,Wellington,1
v33,Female,45-54,Rest of North Is.,3
v33,Female,45-54,Canterbury,2
v33,Female,55-64,Auckland,2
v33,Female,55-64,Rest of North Is.,1
v33,Female,55-64,Canterbury,3
v33,Female,55-64,Rest of South Is.,1
v33,Female,65+,Auckland,1
v33,Female,65+,Wellington,2
v33,Female,65+,Rest of South Is.,2
v34,Male,18-24,Wellington,1
v34,Male,18-24,Rest of South Is.,1
v34,Male,25-34,Auckland,3
v34,Male,25-34,Rest of North Is.,1
v34,Male,25-34,Canterbury,2
v34,Male,25-34,Rest of South Is.,1
v34,Male,35-44,Auckland,2
v34,Male,35-44,Wellington,3
v34,Male,35-44,Canterbury,3
v34,Male,35-44,Rest of South Is.,1
v34,Male,45-54,Auckland,1
v34,Male,45-54,Rest of North Is.,3
v34,Male,45-54,Rest of South Is.,2
v34,Male,55-64,Auckland,3
v34,Male,55-64,Wellington,1
v34,Male,55-64,Rest of North Is.,2
v34,Male,55-64,Rest of South Is.,1
v34,Male,65+,Auckland,2
v34,Male,65+,Rest of North Is.,2
v34,Male,65+,Rest of South Is.,1
v34,Female,18-24,Auckland,2
v34,Female,18-24,Rest of North Is.,3
v34,Female,18-24,Canterbury,1
v34,Female,18-24,Rest of South Is.,1
v34,Female,25-34,Auckland,5
v34,Female,25-34,Wellington,2
v34,Female,35-44,Rest of North Is.,2
v34,Female,35-44,Canterbury,2
v34,Female,45-54,Auckland,3
v34,Female,45-54,Rest of North Is.,2
v34,Female,45-54,Rest of South Is.,1
v34,Female,55-64,Auckland,3
v34,Female,55-64,Wellington,1
v34,Female,65+,Auckland,1
v34,Female,65+,Wellington,1
v34,Female,65+,Rest of North Is.,2
v34,Female,65+,Canterbury,2
